n,k,entry,factors,max_factor
109,-78,420569493881635825862178836951532076318959784218714628920582460960,"{2: 5, 5: 1, 7: 1, 37: 1, 4027: 1, 170269821148411: 1, 14801260821253427296062060378758441561244247: 1}",14801260821253427296062060378758441561244247
109,-76,419744049962221637348865859200087339588485652064089372580061687200,"{2: 5, 5: 2, 7: 1, 74954294636111006669440332000015596355086723582873102246439587: 1}",74954294636111006669440332000015596355086723582873102246439587
109,-74,418144752368356647104321964806663162173192021014502938420302688040,"{2: 3, 5: 1, 7: 1, 385877: 1, 2424739: 1, 6277966680773: 1, 254235224259482562277771582135166073397: 1}",254235224259482562277771582135166073397
109,-72,415259744944129605878870233744015626443642725787797998367404101320,"{2: 3, 5: 1, 7: 3, 313: 1, 30294349: 1, 293995501538655503: 1, 10857230908549455869603154861422921: 1}",10857230908549455869603154861422921
109,-70,410397973173672925295238612879183668084587431979832266056037964440,"{2: 3, 5: 1, 7: 2, 11: 1, 1373: 1, 81792281: 1, 24914809324703: 1, 6803243663682981394811120265651173791: 1}",6803243663682981394811120265651173791
109,-68,402721491430846587531609737829448996991342231230412688722301958840,"{2: 3, 5: 1, 7: 3, 619: 1, 1117: 1, 2734891608061: 1, 5748082602695512817: 1, 2700497340471289356603647: 1}",2700497340471289356603647
109,-66,391334710178987519848893573172342568203028516785440315677260217200,"{2: 4, 5: 2, 7: 2, 9444823: 1, 154277: 1, 2142823: 1, 39033926837: 1, 163820688627889143506221691211367: 1}",163820688627889143506221691211367
109,-64,375429364938295488800020200317971683546336344227383667614344768560,"{2: 4, 5: 1, 7: 1, 118927: 1, 5637152036517832199584922448194085500624277681557709285263: 1}",5637152036517832199584922448194085500624277681557709285263
109,-62,354463228030110538781050754282664608317060298582672631531410768080,"{2: 4, 5: 1, 7: 1, 19: 1, 73: 1, 69514693: 1, 5393560103: 1, 1217179329309782106581773343182985891334991: 1}",1217179329309782106581773343182985891334991
109,-60,328331521159039441655958401253151442089266966329844383659927810960,"{2: 4, 5: 1, 7: 2, 263: 1, 709224526536227617: 1, 449042055503218993801513135889821780979203: 1}",449042055503218993801513135889821780979203
109,-58,297481589436247174216613262259976176403677615753588813256093764360,"{2: 3, 5: 1, 7: 1, 284803997: 1, 53628372511453: 1, 69560286890742424304920175558218327593107: 1}",69560286890742424304920175558218327593107
109,-56,262929665906719834684546706587619878835817543108182574403799632168,"{2: 3, 7: 1, 23978164257083321: 1, 195810344575905237588379832940917504426964175243: 1}",195810344575905237588379832940917504426964175243
109,-54,226162875484274075951706653756779203218735670934224653573794337656,"{2: 3, 7: 1, 139: 1, 16489486986403: 1, 2214783015455671: 1, 795573230121486439205051154991343: 1}",795573230121486439205051154991343
109,-52,188942174068958616493769810150249136544652787992687005326134656792,"{2: 3, 7: 1, 11: 1, 673669: 1, 1756920941539: 1, 612143802267147853: 1, 423346483691218555490209669: 1}",423346483691218555490209669
109,-50,153050783418475852016473568101095143680358579441918558801605678816,"{2: 5, 7: 2, 241: 1, 266689: 1, 602477149: 1, 51655183: 1, 5579017312568437: 1, 8746920113610086392697: 1}",8746920113610086392697
109,-48,120047205808836528359189667366240897368363904912476309123877882976,"{2: 5, 7: 1, 13: 1, 191: 1, 52585720111415744868739783: 1, 4104492746732660299900944671166241: 1}",4104492746732660299900944671166241
109,-46,91077398795930899815573798943424392272279690603299223295650151072,"{2: 5, 7: 1, 49048619: 1, 8289642779524072457973299679248613819305465435524875337: 1}",8289642779524072457973299679248613819305465435524875337
109,-44,66780141301235856520928231879126678320725188279473280342943021088,"{2: 5, 7: 1, 61: 1, 211: 1, 223: 1, 7755952882762691429214551: 1, 13392048080686023685122652626889: 1}",13392048080686023685122652626889
109,-42,47291716019032540545014599962971220255415847873904555266292510580,"{2: 2, 5: 1, 7: 1, 37549: 1, 30509: 1, 55927: 1, 22343: 1, 30417252954509: 1, 7757962754474659756087457457283: 1}",7757962754474659756087457457283
109,-40,32330904691280499997848579502084201942653121905993210763005249988,"{2: 2, 7: 1, 15065399131621015711385210429711: 1, 76644180313959642322807598946761: 1}",76644180313959642322807598946761
109,-38,21330308126756940771991211516137864947974646929587810392941087788,"{2: 2, 7: 1, 797: 1, 186481: 1, 90178367441: 1, 44060742679: 1, 4269757647977: 1, 302126472342398433551: 1}",302126472342398433551
109,-36,13577506738426051412815542649851875066010769327168766322610154428,"{2: 2, 7: 1, 11: 1, 59: 1, 163: 1, 9455413422886341077: 1, 484784998218564759876038773262091027599: 1}",484784998218564759876038773262091027599
109,-34,8337187281498691012631988693936344868016666873681819867664245768,"{2: 3, 7: 1, 521: 1, 151841: 1, 24045521: 1, 78265535355447599672128793424904289715824335663: 1}",78265535355447599672128793424904289715824335663
109,-32,4938061147275538320621034776585730685534005822771368113104737448,"{2: 3, 7: 1, 31442561: 1, 14151647111971468300080169: 1, 198172566501691254195175040587: 1}",198172566501691254195175040587
109,-30,2821061537364627433491405582446313080654453764748192020352762968,"{2: 3, 7: 1, 50376098881511204169489385400827019297400960084789143220585053: 1}",50376098881511204169489385400827019297400960084789143220585053
109,-28,1554480574170065364268550509029567505085490994990736238364402168,"{2: 3, 7: 1, 61: 2, 1289: 1, 2551: 1, 5912356644707: 1, 383719263771605828472073948393766898341: 1}",383719263771605828472073948393766898341
109,-26,826196520333192174465408841814938799133337402380199163721094708,"{2: 2, 7: 1, 3209: 1, 59207: 1, 81430890410144924269: 1, 1907187419883918553277856966030313: 1}",1907187419883918553277856966030313
109,-24,423567937724189110183997188395469270639463871506081106194713348,"{2: 2, 7: 1, 41: 1, 2111: 1, 36161: 1, 1433448329947: 1, 3371867358114131063400993656891119988723: 1}",3371867358114131063400993656891119988723
109,-22,209471786654322401399437023481941822948277152707938964494177228,"{2: 2, 7: 1, 19: 1, 2237: 1, 2657: 1, 142985741: 1, 463301424787977312060486958936062020083150991: 1}",463301424787977312060486958936062020083150991
109,-20,99934220990669666672452753061067314827204877974005775717158748,"{2: 2, 7: 2, 6145597: 1, 28633223: 1, 5724251947: 1, 868482293863: 1, 582833005092901439650793: 1}",582833005092901439650793
109,-18,45995268201749759420528680505333655525161712385326553970899648,"{2: 6, 7: 1, 136115729: 1, 75741396350008164160901: 1, 9958490667972128172227647369: 1}",9958490667972128172227647369
109,-16,20424209101817358945542453515948809633822730180323071068969408,"{2: 6, 7: 1, 781357: 1, 48114870244241785837093: 1, 1212658200293282767647173068321: 1}",1212658200293282767647173068321
109,-14,8750464730109089163483523803403553900820151347604089744175168,"{2: 6, 7: 1, 5416422584437: 1, 174384650092840760597: 1, 20679132224286311945813519: 1}",20679132224286311945813519
109,-12,3617328907088431528819313575192164855102705336053899374407488,"{2: 6, 7: 1, 509: 1, 10711: 1, 3957983358401: 1, 374186590125159628981038608748444180769: 1}",374186590125159628981038608748444180769
109,-10,1442875537614402947468502297963729217680731678383332620547568,"{2: 4, 7: 1, 11: 1, 10891: 1, 128549677: 1, 836525944296807476569939229515689654634214357: 1}",836525944296807476569939229515689654634214357
109,-8,555343550073983118345722184809265692202375083415754353665968,"{2: 4, 143503: 1, 241869311997825445437430831066800734219134392406323541: 1}",241869311997825445437430831066800734219134392406323541
109,-6,206247634974751318890762006968510038847554822728506902025872,"{2: 4, 11: 1, 487: 1, 1051: 1, 37441331: 1, 61149562350057681386247490440260971908108301: 1}",61149562350057681386247490440260971908108301
109,-4,73910621407722270731365338244563451301283089918962116436816,"{2: 4, 7: 1, 30071: 1, 9473: 1, 1185554960553739689197: 1, 1954032267208087452708221993: 1}",1954032267208087452708221993
109,-2,25556712604384733903893478518506044313222264469320752471584,"{2: 5, 11117: 1, 53687745721: 1, 1338111294118130021470233969624461281409341: 1}",1338111294118130021470233969624461281409341
109,0,8526405101322456782268169432599033046987005191459643150496,"{2: 5, 11: 1, 24222741765120615858716390433519980247122173839373986223: 1}",24222741765120615858716390433519980247122173839373986223
110,-107,1684996666696874410463726170222611754444652819514743397739553457844,"{2: 2, 35317: 1, 185737: 1, 8413057: 1, 555683: 1, 9608569: 1, 124661557: 1, 11467919105205122483092252583: 1}",11467919105205122483092252583
110,-105,1684996666695400123589430261537094177882689802364536839770547485248,"{2: 6, 149: 1, 3479557: 1, 50781888600702949800764381105879719841249304761253691649: 1}",50781888600702949800764381105879719841249304761253691649
110,-103,1684996666668862959852103905197777799767355493660818796328439978520,"{2: 3, 5: 1, 1307767: 1, 1833894037: 1, 304600713548603: 1, 57663835462301003188524987185774999: 1}",57663835462301003188524987185774999
110,-101,1684996666353365568752779446497016415507269823516615390961161842976,"{2: 5, 7: 1, 23: 1, 71385577607: 1, 4581552987607079924731781176995618156502555409798159: 1}",4581552987607079924731781176995618156502555409798159
110,-99,1684996663566471947375413394640290854543179737242818643550204979004,"{2: 2, 1907: 1, 10410691: 1, 21218212987859078484059637674702794436975556330563936423: 1}",21218212987859078484059637674702794436975556330563936423
110,-97,1684996644058216597733851031643211927794549133326241411673506931200,"{2: 9, 5: 2, 151: 1, 11171: 1, 4651: 1, 352358187509459: 1, 47619997099644376174887007510236911861: 1}",47619997099644376174887007510236911861
110,-95,1684996531343852355360379600993422573246905644030461849719251543888,"{2: 4, 67: 1, 11411: 1, 137746483438984342432117379619415294260358364280478074452189: 1}",137746483438984342432117379619415294260358364280478074452189
110,-93,1684995978506732499909543536377789072370368529865447807753141787072,"{2: 6, 7: 1, 19: 1, 569: 1, 4507: 1, 77191135452175826622406897584862117163743582499007273257: 1}",77191135452175826622406897584862117163743582499007273257
110,-91,1684993628948973114243490261761346693645085794664138129397175320604,"{2: 2, 113: 1, 277: 1, 13457985599094063402475082759028039788226301034025575296293851: 1}",13457985599094063402475082759028039788226301034025575296293851
110,-89,1684984839862539856751957641899840017672731859281461184435967427520,"{2: 6, 5: 1, 23: 1, 127: 1, 443: 1, 6775725409: 1, 4783979999044770180493541: 1, 125535218668041433494973: 1}",4783979999044770180493541
110,-87,1684955542907762331780182242361484431098218741339204701231941117240,"{2: 3, 5: 1, 2267: 1, 109491246820211: 1, 3639191511470235993497: 1, 46632921360237957169629779: 1}",46632921360237957169629779
110,-85,1684867652043429756864856043746417671374679387512435251619862186400,"{2: 5, 5: 2, 7: 1, 15648801335516957: 1, 549420206496116717: 1, 34993876949917010596598457851: 1}",34993876949917010596598457851
110,-83,1684628393579413302928690280849847047682822257650673972120313985780,"{2: 2, 5: 1, 7: 1, 61: 1, 1213: 1, 1549002541253623: 1, 104986465385296450349683049321051941565170193: 1}",104986465385296450349683049321051941565170193
110,-81,1684033314835577507241303639799402163115895550045780533365027435520,"{2: 10, 5: 1, 7: 1, 1288099: 1, 37117957: 1, 185581092589: 1, 5295605726933051634329620617531956789: 1}",5295605726933051634329620617531956789
110,-79,1682673134849667117098705603112670998391491646948881244781515320640,"{2: 6, 5: 1, 7: 2, 61261: 1, 23053: 1, 9851: 1, 743269: 1, 694896847: 1, 2876169199: 1, 5192554451788706986311583: 1}",5192554451788706986311583
110,-77,1679801643768300737908776414551794095084416740410982746660767522560,"{2: 8, 5: 1, 7: 1, 1135135417448983: 1, 30163018673147: 1, 5475547047959244738804809723381161: 1}",5475547047959244738804809723381161
110,-75,1674178307067291578661831753620076826108061715107598187840969751320,"{2: 3, 5: 1, 7: 1, 73: 1, 171799: 1, 120353163241: 1, 3961345095687291723282900118838786843597879767: 1}",3961345095687291723282900118838786843597879767
110,-73,1663923987200745464740932666038710041504120198377896933522514992000,"{2: 7, 5: 3, 7: 1, 11: 1, 227: 1, 1825164825961168114517: 1, 3259829060012497356685525554647313809: 1}",3259829060012497356685525554647313809
110,-71,1646453664465148381764586072381566630697405021727294796535517994640,"{2: 4, 5: 1, 7: 2, 73: 1, 83: 1, 181: 1, 647: 1, 124142517666756191: 1, 4768250787214070958244090768806965899: 1}",4768250787214070958244090768806965899
110,-69,1618562447466212687890067826367530659058614125671070332222943840960,"{2: 6, 5: 1, 7: 2, 723552417678130329161: 1, 142663673511825508684062007065977360975527: 1}",142663673511825508684062007065977360975527
110,-67,1576725621967809147078290457346476701600427781586733635754082610440,"{2: 3, 5: 1, 7: 2, 48317609379550628162630640673: 1, 16649247722989093628820432389699293: 1}",16649247722989093628820432389699293
110,-65,1517622804993873986248954174126257618842037549467591318520294522880,"{2: 14, 5: 1, 7: 1, 2646524143753267972671864840482452599822191597146329726772277: 1}",2646524143753267972671864840482452599822191597146329726772277
110,-63,1438819049028627105143172463165965508497517239975401562208577072800,"{2: 5, 5: 2, 7: 2, 10627: 1, 25391: 1, 439527498895482990788317393: 1, 309487828726989274799837809: 1}",439527498895482990788317393
110,-61,1339457791507228863748925958042118934584861197572205782511194200960,"{2: 7, 5: 1, 7: 1, 313: 1, 71329: 1, 70313616815903: 1, 190458828172760466336867128371323569783867: 1}",190458828172760466336867128371323569783867
110,-59,1220776289467780964305798188033079971300299813590610823428209104040,"{2: 3, 5: 1, 7: 1, 73897: 1, 45476107: 1, 28518091190400701: 1, 45493307609216166871965912388972817: 1}",45493307609216166871965912388972817
110,-57,1086270587156406678270253382022835812911130245078136536467492660864,"{2: 7, 7: 1, 11: 1, 13195631: 1, 8352320731438068131444960980629458172255320709247049999: 1}",8352320731438068131444960980629458172255320709247049999
110,-55,941418292359542062539666667857957488492024555910856535125182645136,"{2: 4, 7: 1, 37: 1, 2351: 1, 6121: 1, 23813874974221: 1, 662914942084645633690696535987635066440809: 1}",662914942084645633690696535987635066440809
110,-53,792989397691149925433016084207526612852694034912285669552198308032,"{2: 6, 7: 1, 23: 1, 171263137: 1, 1107797: 1, 264104461: 1, 1535895664486410326110470492585112430227: 1}",1535895664486410326110470492585112430227
110,-51,648094524324386172543190514453534567585728526318442681730951693240,"{2: 3, 5: 1, 7: 1, 20943599: 1, 44951369: 1, 171312869880492469: 1, 14351460284522504475211468268047: 1}",14351460284522504475211468268047
110,-49,513192400844985437094042570199817835785450294179347486173239327744,"{2: 10, 7: 1, 1877: 1, 210631: 1, 21536629: 1, 3515179: 1, 219880163: 1, 10878886253164586423011772266423: 1}",10878886253164586423011772266423
110,-47,393279402196629227805911064196514074185202976722373979010828336192,"{2: 6, 7: 1, 260400901: 1, 98224277119: 1, 65587559357: 1, 207829831919: 1, 2517865380663089934727: 1}",2517865380663089934727
110,-45,291417822699638469378358494580804427234455255441719064324479214336,"{2: 8, 7: 2, 19: 1, 73: 1, 713611: 1, 9094357: 1, 190513598677786519: 1, 42108571433: 1, 321716681104014353: 1}",321716681104014353
110,-43,208655289358333478155972031768040339086972731901186946141820552828,"{2: 2, 7: 1, 787: 1, 146603: 1, 298829410470439: 1, 216137656938656480503646528037732727098719: 1}",216137656938656480503646528037732727098719
110,-41,144284430092874040538560338469223826083375213591884187555308260544,"{2: 6, 7: 1, 839: 1, 11197: 1, 2637204154042006457: 1, 12999721975993771431158030939504771863: 1}",12999721975993771431158030939504771863
110,-39,96321829071551322313822214050497796786577062694756641941828513352,"{2: 3, 7: 1, 82645886362777211: 1, 20812078346426586325555057413890618842746152797: 1}",20812078346426586325555057413890618842746152797
110,-37,62062828342035095010437839465693490146006954911094109360771551072,"{2: 5, 7: 1, 1914626293: 1, 144710327528920975186296165577841757301744802908400921: 1}",144710327528920975186296165577841757301744802908400921
110,-35,38589068582922124450711508731660909670060769948214225925602891732,"{2: 2, 7: 1, 593: 1, 38921: 1, 59712819963483227421028158342149312797729550128159007323: 1}",59712819963483227421028158342149312797729550128159007323
110,-33,23151370723325305974495093023693536924618684341995924206978458112,"{2: 9, 7: 2, 11: 2, 1027758733: 1, 13564833859: 1, 547040705337668875263262007948039059727: 1}",547040705337668875263262007948039059727
110,-31,13401245759369420621095251523924669927497367117015944174163026352,"{2: 4, 7: 1, 17: 1, 23: 1, 1278330139: 1, 239390748803084979768299406140606252789353038754129: 1}",239390748803084979768299406140606252789353038754129
110,-29,7484503259874823526297057109535015595910926749720400735445969472,"{2: 6, 7: 1, 16736605663: 1, 998200042899105783858977496562347340201349288750353: 1}",998200042899105783858977496562347340201349288750353
110,-27,4033070135169641887664777034474383902485503202131333729527686292,"{2: 2, 7: 1, 69320237353: 1, 2077866790612884357300734172389930427729119839675963: 1}",2077866790612884357300734172389930427729119839675963
110,-25,2096900333505759505017400407001346611051729016898442482305234752,"{2: 6, 7: 1, 3023: 1, 3067297: 1, 43701337: 1, 31986140773: 1, 361118077343946270739061794758329: 1}",361118077343946270739061794758329
110,-23,1051983297687156314382308258841294739484295329629897999677245032,"{2: 3, 7: 1, 13: 1, 409: 1, 1172207: 1, 3014045795869194689945036239341334458569128857254113: 1}",3014045795869194689945036239341334458569128857254113
110,-21,509274449626331401416795282665143767429891786629956291645653472,"{2: 5, 7: 1, 331: 1, 1049: 1, 9064334179732903: 1, 722377947103950860992812875733686465029: 1}",722377947103950860992812875733686465029
110,-19,237920025595918944934038794577068281402690015129985437629857692,"{2: 2, 7: 1, 11: 1, 2473: 1, 282454317952663291874993201: 1, 1105879854573421810730892178363: 1}",1105879854573421810730892178363
110,-17,107267895507201836257156041053180084426629902926295767177807872,"{2: 11, 7: 1, 1274344336242993832611506557: 1, 5871579896702334203543022777611: 1}",5871579896702334203543022777611
110,-15,46675603292144626435993024926159471336283184223135340301494912,"{2: 7, 7: 1, 1562284279966891797390940964359: 1, 33344320181472413091919314533: 1}",1562284279966891797390940964359
110,-13,19602451451374383749941464528980048466128267355765787867397632,"{2: 9, 7: 1, 61: 1, 199: 1, 43177: 1, 2369716889611: 1, 1856474890235839403: 1, 2372037045827466427: 1}",2372037045827466427
110,-11,7945955519931640371224820469083352508144900371203897236050192,"{2: 4, 7: 1, 74637257: 1, 18071884849: 1, 374991433403228053: 1, 140264458541806042004579: 1}",140264458541806042004579
110,-9,3108906187836352302505668852391526294287856928630595681545472,"{2: 8, 29: 1, 418764303318474178678026515677737916795239349222871185553: 1}",418764303318474178678026515677737916795239349222871185553
110,-7,1174086454998237075018008205714795808745039551601275059743584,"{2: 5, 7: 1, 5897: 1, 96931: 1, 16187: 1, 317737883: 1, 1782883123840814993292598179303877903: 1}",1782883123840814993292598179303877903
110,-5,427979499197918131084858021702200392751404092485393251336320,"{2: 7, 5: 1, 29179: 1, 284573: 1, 28280744838474909643: 1, 2847659459732748346208552873: 1}",2847659459732748346208552873
110,-3,150580759220876472443045773800081584240949883326924373851568,"{2: 4, 17: 1, 4649: 1, 119080604953687441039696846412322688181637641338842931: 1}",119080604953687441039696846412322688181637641338842931
110,-1,51135927908352104250697986816303143454183280043699681923072,"{2: 12, 13: 3, 1901: 1, 2989193431600699210805266515832289507778639576281: 1}",2989193431600699210805266515832289507778639576281
111,-108,6739986666787538218557866953606562180436279984953015973287636014108,"{2: 2, 7: 1, 11: 2, 23: 1, 71: 1, 181: 1, 727: 1, 859: 1, 174659: 1, 942179591: 1, 990331: 1, 39921168784201: 1, 1656589933545280471: 1}",1656589933545280471
111,-106,6739986666783074781232016954833894288092722226608353917051195913588,"{2: 2, 11: 1, 19: 1, 3239154994619503871: 1, 5968677802283401277797: 1, 417006567343248805893559: 1}",417006567343248805893559
111,-104,6739986666701989003145741977130427577184756283346993228755867420808,"{2: 3, 11: 1, 13: 1, 23: 1, 619: 1, 2717873: 1, 152259839837666693136930694491738745385491668172170907: 1}",152259839837666693136930694491738745385491668172170907
111,-102,6739986665728959666110442244688827046289164964210664969211925507448,"{2: 3, 11: 1, 1129: 1, 3929557: 1, 1878927180492666292451: 1, 9188167029125653476412272662466107: 1}",9188167029125653476412272662466107
111,-100,6739986657052781410879019630417888979136809035245071321611776779988,"{2: 2, 11: 1, 571: 1, 727: 1, 369008050580963341270435894109255998316400668379203460142331: 1}",369008050580963341270435894109255998316400668379203460142331
111,-98,6739986595741121740576966489569926637926827137221542878570725772604,"{2: 2, 11: 1, 1163: 1, 131712393413216636843917894347884128779934869405564427393315207: 1}",131712393413216636843917894347884128779934869405564427393315207
111,-96,6739986238089773663814989834623479647535266065417626960831261562864,"{2: 4, 11: 1, 23: 1, 1259: 1, 1321: 1, 194479: 1, 2300829087855755861: 1, 2237344631793695454994873733764123: 1}",2237344631793695454994873733764123
111,-94,6739984466864049855089010210126789790358011233626805272978676905104,"{2: 4, 11: 1, 95720535685939: 1, 400074717661925223351999323811482377947434716913561: 1}",400074717661925223351999323811482377947434716913561
111,-92,6739976865353651842640014321661829153305625913857862195944667748884,"{2: 2, 11: 1, 67: 1, 52234033651120880747: 1, 43770082193068985208260606360996826079505839: 1}",43770082193068985208260606360996826079505839
111,-90,6739948148536592684499363187460866746663281372508521682705077603164,"{2: 2, 11: 1, 104639: 1, 4103606532380339957437943: 1, 356734067652484410698845702476472253: 1}",356734067652484410698845702476472253
111,-88,6739851468585826852092504368984293310967388083299075288131790779240,"{2: 3, 5: 1, 11: 1, 59: 1, 167: 1, 52984441: 1, 149721769: 1, 42207682843: 1, 4643060572520593804811399689487381: 1}",4643060572520593804811399689487381
111,-86,6739558499038051602374750373600737445222256903876510456091527676440,"{2: 3, 5: 1, 769: 1, 1131385066999873339: 1, 193657657347576759154129704224840678661804421: 1}",193657657347576759154129704224840678661804421
111,-84,6738752832781669665650926886295958814423146160464457167980804143740,"{2: 2, 5: 1, 7: 1, 16305208076245743260831568443: 1, 2952059770136103963238165374819885487: 1}",2952059770136103963238165374819885487
111,-82,6736728338086145824652601200248053537030508907788015572215396292340,"{2: 2, 5: 1, 7: 1, 118712903: 1, 1735731674329: 1, 233528819976857324838194157051564134372103313: 1}",233528819976857324838194157051564134372103313
111,-80,6732052719384578858537420449137415158290370490892424267709573397440,"{2: 6, 5: 1, 7: 1, 13: 1, 29: 1, 127: 1, 9325953673793: 1, 2587893072756181: 1, 2600847193152029256365997587783: 1}",2600847193152029256365997587783
111,-78,6722078066154569330825034846768053283644741868181829484763817888320,"{2: 6, 5: 1, 7: 1, 23: 1, 130475117743683410924398968299069357213601356137069671676316341: 1}",130475117743683410924398968299069357213601356137069671676316341
111,-76,6702336564970175473894271675412024573408601885733777310183676776520,"{2: 3, 5: 1, 7: 1, 13: 1, 1549164850828376167: 1, 16838432553348473: 1, 70587134602461176450035574273: 1}",70587134602461176450035574273
111,-74,6665950268669527972884629751736206950620422310241288988408514727320,"{2: 3, 5: 1, 7: 1, 23806965245248314188873677684772167680787222536576032101458981169: 1}",23806965245248314188873677684772167680787222536576032101458981169
111,-72,6603284980596190610034690883183409933596335263559781323129068975920,"{2: 4, 5: 1, 7: 1, 191: 1, 7874839777801881764829138341029: 1, 7839654440320171777424795294563: 1}",7874839777801881764829138341029
111,-70,6502141006863786445434789551484158607873247398740505793204349517520,"{2: 4, 5: 1, 7: 2, 29: 1, 22031048141: 1, 539207: 1, 155707: 1, 30922421823677399667726355397063352884821: 1}",30922421823677399667726355397063352884821
111,-68,6348739313369640129124939198406960763859897470431271239485191672280,"{2: 3, 5: 1, 7: 2, 1160407: 1, 8490714150302816508371: 1, 328758403955415673027179096274499219: 1}",328758403955415673027179096274499219
111,-66,6129594036949431105825152979725249558126540429989507591314966179080,"{2: 3, 5: 1, 7: 1, 179: 1, 233: 1, 1083877792231387: 1, 7206903942736874591: 1, 67194801782676329027616269: 1}",67194801782676329027616269
111,-64,5834079952079755301678471563624154144334589269393796005146025741280,"{2: 5, 5: 1, 7: 1, 481966629857: 1, 44574130821406458276113677: 1, 242468039351181781330603721: 1}",242468039351181781330603721
111,-62,5457192423550313696389950337292322312252100832692018909742159675680,"{2: 5, 5: 1, 7: 1, 8159791: 1, 97723722407927771693: 1, 6110436121090139053966316252718211553: 1}",6110436121090139053966316252718211553
111,-60,5001786659910571756666320522141358848485760638344038252795821513080,"{2: 3, 5: 1, 7: 2, 2551931969342128447278734960276203494125388080787774618773378323: 1}",2551931969342128447278734960276203494125388080787774618773378323
111,-58,4479588050937000999116558334101587410033690548825020432830687086632,"{2: 3, 7: 1, 1549: 1, 8092011359998039979808697: 1, 6381784707368129901023828026157429399: 1}",6381784707368129901023828026157429399
111,-56,3910525464235032865889253385596708278387203912810706141843040596272,"{2: 4, 7: 1, 19: 1, 1752895567815419: 1, 150731378602518240482737: 1, 6955106434681750127536133: 1}",6955106434681750127536133
111,-54,3320386485432991838838714920480537327050106660647713543781777569232,"{2: 4, 7: 1, 2213: 1, 110628702803: 1, 1457912050784779: 1, 83059642049251610611134464760253231: 1}",83059642049251610611134464760253231
111,-52,2737272970664308443062587627568130315609879613867613714745053387752,"{2: 3, 7: 2, 787: 1, 205142398105313918281: 1, 43251570482347034208889292460391912779623: 1}",43251570482347034208889292460391912779623
111,-50,2187671726859342483825318225052988074942079408856485140250669676472,"{2: 3, 7: 1, 1780481: 1, 4432097: 1, 2501550533: 1, 1978965606613876018932605007365296359758077: 1}",1978965606613876018932605007365296359758077
111,-48,1693030607434873120511775762789360058341059224346469423205724336320,"{2: 6, 5: 1, 7: 1, 11513503: 1, 31642209631: 1, 1071328277927: 1, 1936510878391583349788410861406263: 1}",1936510878391583349788410861406263
111,-46,1267532870295544635940986547938927355888568743047531171984265979200,"{2: 6, 5: 2, 7: 1, 443: 1, 92595258851: 1, 77959402487: 1, 74018481166383893: 1, 478123467382929416857: 1}",478123467382929416857
111,-44,917383690774638903846274589884925444495373451145279902749940872820,"{2: 2, 5: 1, 7: 1, 40248839666421313592633: 1, 162805703287319349497470910202458960633911: 1}",162805703287319349497470910202458960633911
111,-42,641508579636955599771653047175711817337098372676839508807745334460,"{2: 2, 5: 1, 7: 1, 19: 1, 67: 1, 192155025451: 1, 783749811461: 1, 105561071897573: 1, 226419090606842969380031: 1}",226419090606842969380031
111,-40,433249917307528007480026980620717216443106401676154113380793800600,"{2: 3, 5: 2, 7: 1, 223: 1, 1387731958063830901601623896927345344148322875324004206857123: 1}",1387731958063830901601623896927345344148322875324004206857123
111,-38,282510314097656607345135732447578267224597927428038970024143166568,"{2: 3, 7: 1, 477305962683127: 1, 16368416259578821: 1, 645717802805594759508837843260009: 1}",645717802805594759508837843260009
111,-36,177830034090801468362572365660676219156189264755736787137580226268,"{2: 2, 7: 1, 5867: 1, 1008401: 1, 9896070270733: 1, 108476322605751171555041367229607160187471: 1}",108476322605751171555041367229607160187471
111,-34,108043180752898042374196787802741520443916822974201998546538266068,"{2: 2, 7: 1, 939662221: 1, 4106459683760358179897983476810193678397062722446166511: 1}",4106459683760358179897983476810193678397062722446166511
111,-32,63355108001433567837780847595467546707110785693043756729467537168,"{2: 4, 7: 1, 239: 1, 491: 1, 40177: 1, 3749932477: 1, 31995084915215938167234963816865363005317959: 1}",31995084915215938167234963816865363005317959
111,-30,35854755538993891199986422852529716715230147366177146380500934768,"{2: 4, 7: 1, 4283: 1, 19165109: 1, 3900042818011354976457512696488102040301795013668487: 1}",3900042818011354976457512696488102040301795013668487
111,-28,19583713665383749189291388212958167303367436356114401924029028348,"{2: 2, 7: 1, 23: 1, 397: 1, 43889: 1, 32420291: 1, 748279093: 1, 69738421: 1, 1031597690204957524138407582113: 1}",1031597690204957524138407582113
111,-26,10323771135686920402716978255478423735640690252826661176443390548,"{2: 2, 7: 1, 1110298394643540929: 1, 1229503213479089811203: 1, 270091524913098134726593: 1}",270091524913098134726593
111,-24,5252850226567228448164325183525230829504615005788136481336969848,"{2: 3, 7: 1, 53407: 1, 126986852651: 1, 13830887485098639967257247986302044080278614069: 1}",13830887485098639967257247986302044080278614069
111,-22,2579806646566150518632694106836726041773970689519766874614205448,"{2: 3, 7: 1, 443: 1, 1867957126493: 1, 55670933033414305161971931004790099977044239417: 1}",55670933033414305161971931004790099977044239417
111,-20,1223034526414088236218911666396348611637961832019912604535226548,"{2: 2, 7: 1, 19: 1, 170085089817979649327323: 1, 13516393954261296711625186444544769643: 1}",13516393954261296711625186444544769643
111,-18,559723712117524453705506917736608534682579723908872739163281308,"{2: 2, 7: 1, 57963507073: 1, 1167328373: 1, 149559497: 1, 591201943: 1, 25859585657: 1, 129210131281547: 1}",129210131281547
